components,method,mean_accuracy,std_accuracy
1,2DPCA,0.7664285714285715,0.024812219943072415
2,2DPCA,0.6953571428571429,0.02491766487204886
3,2DPCA,0.7542857142857142,0.026768512995343215
4,2DPCA,0.8025,0.022653482560278524
5,2DPCA,0.8053571428571429,0.020499018283003035
6,2DPCA,0.8117857142857143,0.01978125845190451
8,2DPCA,0.8171428571428571,0.020743001442499524
10,2DPCA,0.8103571428571428,0.0226784933132013
12,2DPCA,0.8035714285714285,0.023690177073967155
